strat,max,num workers,num req,dur,seed,avg wt,max wt,num failed
Greedy,0.3,150,2500,8.0,20,0.18457025228992616,0.4649159647663849,146
Ranking,0.3,150,2500,8.0,20,0.2560078692477857,0.39616125115726275,54
Random,0.3,150,2500,8.0,20,0.22640556161192507,0.42973573456737546,38
HighestRedundancy,0.3,150,2500,8.0,20,0.2617430077775883,0.44427640835122933,212
Greedy,0.3,155,2500,8.0,20,0.18047722076514558,0.44186283084828337,130
Ranking,0.3,155,2500,8.0,20,0.2560932685852009,0.4248616191824037,39
Random,0.3,155,2500,8.0,20,0.22099313817440347,0.40406067640868143,21
HighestRedundancy,0.3,155,2500,8.0,20,0.2606587490371965,0.4493127325231805,169
Greedy,0.3,160,2500,8.0,20,0.17854218853634926,0.42087239347744576,122
Ranking,0.3,160,2500,8.0,20,0.2557542523862398,0.3688050962227099,22
Random,0.3,160,2500,8.0,20,0.2203658286969386,0.403637650183314,11
HighestRedundancy,0.3,160,2500,8.0,20,0.25888862183416145,0.40255809478200866,123
Greedy,0.3,165,2500,8.0,20,0.1762908706668886,0.40438679282128026,87
Ranking,0.3,165,2500,8.0,20,0.2544671258840914,0.3331016783697257,8
Random,0.3,165,2500,8.0,20,0.21580315883072973,0.38418839440131075,6
HighestRedundancy,0.3,165,2500,8.0,20,0.256387307004099,0.4471110840098336,62
Greedy,0.3,170,2500,8.0,20,0.1725650811742398,0.4014421644404139,77
Ranking,0.3,170,2500,8.0,20,0.2568573355482458,0.3612047404875637,19
Random,0.3,170,2500,8.0,20,0.21560640719683452,0.32782652511766186,2
HighestRedundancy,0.3,170,2500,8.0,20,0.25386377485881956,0.3680688110045035,47
Greedy,0.3,175,2500,8.0,20,0.17126496965982593,0.40197897579678543,90
Ranking,0.3,175,2500,8.0,20,0.252435779172013,0.3200070852142527,1
Random,0.3,175,2500,8.0,20,0.2133609624692349,0.34316234534866086,4
HighestRedundancy,0.3,175,2500,8.0,20,0.25447370977712797,0.34652907948414874,36
Greedy,0.3,180,2500,8.0,20,0.1694408463433666,0.39837046774621776,75
Ranking,0.3,180,2500,8.0,20,0.2542974522546274,0.2999998260892105,0
Random,0.3,180,2500,8.0,20,0.2134852985056565,0.2999715946047059,0
HighestRedundancy,0.3,180,2500,8.0,20,0.25280673119312325,0.3249172167141124,9
Greedy,0.3,185,2500,8.0,20,0.16761151859777745,0.4007506738916551,67
Ranking,0.3,185,2500,8.0,20,0.2550252587580781,0.2999835099348953,0
Random,0.3,185,2500,8.0,20,0.21091952592472327,0.3589728136182103,2
HighestRedundancy,0.3,185,2500,8.0,20,0.25282625385515767,0.33513122186717853,10
Greedy,0.3,190,2500,8.0,20,0.1663994134389872,0.3896160214793297,63
Ranking,0.3,190,2500,8.0,20,0.2538586172384859,0.29998363432053504,0
Random,0.3,190,2500,8.0,20,0.21017856708447216,0.29994841555017293,0
HighestRedundancy,0.3,190,2500,8.0,20,0.25247553472928147,0.31949778829609304,5
Greedy,0.3,195,2500,8.0,20,0.1613567883365975,0.38368785002155575,47
Ranking,0.3,195,2500,8.0,20,0.2551664028925359,0.2999992199784796,0
Random,0.3,195,2500,8.0,20,0.21155082014312793,0.2999626906106131,0
HighestRedundancy,0.3,195,2500,8.0,20,0.25205709174683544,0.3206027727497942,5
Greedy,0.3,200,2500,8.0,20,0.1620952610550302,0.37935595544513434,51
Ranking,0.3,200,2500,8.0,20,0.25436360571265404,0.2999961842668803,0
Random,0.3,200,2500,8.0,20,0.20768366664077118,0.29999766488899593,0
HighestRedundancy,0.3,200,2500,8.0,20,0.25060929672036014,0.30144084491852696,1
