strat,max,num workers,num req,dur,seed,avg wt,max wt,num failed
Greedy,0.1,50,600,100.0,30,0.21754245087456903,1.010038669442833,457
Greedy,0.15000000000000002,50,600,100.0,30,0.21754245087456903,1.010038669442833,342
Greedy,0.20000000000000004,50,600,100.0,30,0.21754245087456903,1.010038669442833,261
Greedy,0.25000000000000006,50,600,100.0,30,0.21754245087456903,1.010038669442833,188
Greedy,0.30000000000000004,50,600,100.0,30,0.21754245087456903,1.010038669442833,150
Greedy,0.3500000000000001,50,600,100.0,30,0.21754245087456903,1.010038669442833,104
Greedy,0.40000000000000013,50,600,100.0,30,0.21754245087456903,1.010038669442833,74
Greedy,0.45000000000000007,50,600,100.0,30,0.21754245087456903,1.010038669442833,55
Ranking,0.1,50,600,100.0,30,0.22019340589960257,1.1133511727076701,453
Ranking,0.15000000000000002,50,600,100.0,30,0.22090115072571212,1.1133511727076701,340
Ranking,0.20000000000000004,50,600,100.0,30,0.23173950042089103,1.1841386331619324,265
Ranking,0.25000000000000006,50,600,100.0,30,0.23805946937569844,1.1133511727076701,180
Ranking,0.30000000000000004,50,600,100.0,30,0.2599376598392025,1.1133511727076701,150
Ranking,0.3500000000000001,50,600,100.0,30,0.2714892045198935,0.8745989422992184,99
Ranking,0.40000000000000013,50,600,100.0,30,0.29171248972571256,1.1364755129074462,68
Ranking,0.45000000000000007,50,600,100.0,30,0.32322948236903143,1.1364755129074462,58
Random,0.1,50,600,100.0,30,0.22084679837316842,1.1133511727076701,453
Random,0.15000000000000002,50,600,100.0,30,0.22430721334201006,1.1133511727076701,355
Random,0.20000000000000004,50,600,100.0,30,0.2310825342266293,1.1133511727076701,266
Random,0.25000000000000006,50,600,100.0,30,0.2347485517538424,1.1141205344369867,177
Random,0.30000000000000004,50,600,100.0,30,0.26178113851891305,1.0890799703899974,148
Random,0.3500000000000001,50,600,100.0,30,0.26954298531737136,1.0765153384731618,94
Random,0.40000000000000013,50,600,100.0,30,0.29132353015432244,1.0106123834005107,71
Random,0.45000000000000007,50,600,100.0,30,0.3137127960945453,0.8745989422992184,34
HighestRedundancy,0.1,50,600,100.0,30,0.223620667685877,1.1133511727076701,454
HighestRedundancy,0.15000000000000002,50,600,100.0,30,0.2200041977286265,1.1133511727076701,348
HighestRedundancy,0.20000000000000004,50,600,100.0,30,0.22876091447373792,1.010038669442833,259
HighestRedundancy,0.25000000000000006,50,600,100.0,30,0.24029322196210864,1.1133511727076701,178
HighestRedundancy,0.30000000000000004,50,600,100.0,30,0.2454139507617305,0.9921944981564699,123
HighestRedundancy,0.3500000000000001,50,600,100.0,30,0.2699989613321393,0.9479204371694708,84
HighestRedundancy,0.40000000000000013,50,600,100.0,30,0.2918771599163174,0.9921944981564699,48
HighestRedundancy,0.45000000000000007,50,600,100.0,30,0.31041985802647737,0.9315673260774072,25
Greedy,0.1,60,600,100.0,30,0.19754692405087582,1.010038669442833,444
Greedy,0.15000000000000002,60,600,100.0,30,0.19754692405087582,1.010038669442833,314
Greedy,0.20000000000000004,60,600,100.0,30,0.19754692405087582,1.010038669442833,223
Greedy,0.25000000000000006,60,600,100.0,30,0.19754692405087582,1.010038669442833,148
Greedy,0.30000000000000004,60,600,100.0,30,0.19754692405087582,1.010038669442833,117
Greedy,0.3500000000000001,60,600,100.0,30,0.19754692405087582,1.010038669442833,84
Greedy,0.40000000000000013,60,600,100.0,30,0.19754692405087582,1.010038669442833,54
