times,startx,starty,endx,endy,velocity
0.864166667,0.009337611,0.088047397,0.028023481,0.071895423,0.114289126
0.869444444,0.015890152,0.07896085,0.021873034,0.084172183,0.159572196
0.8725,0.031233758,0.114630942,0.065190222,0.040774967,0.241449642
0.873055556,0.079914534,0.019135245,0.084872412,0.025502381,0.183867891
0.873611111,0.042343533,0.085797075,0.004270768,0.062940563,0.206542824
0.877777778,0.043763009,0.117087708,0.035009041,0.111955834,0.214884406
0.878888889,0.013681042,0.064414965,0.056163336,0.089097486,0.162869139
0.88,0.029697195,0.118897341,0.002279223,0.145024395,0.139982534
0.880555556,0.045517292,0.111664759,0.055888818,0.098451168,0.124942634
0.882222222,0.036076966,0.090810097,0.022795995,0.083326509,0.12141467
0.882222222,0.028058582,0.065917603,0.038064288,0.068753934,0.191999049
0.884166667,0.03556952,0.123586185,0.036684054,0.122219599,0.012232
0.884444444,0.03462068,0.072580078,0.035331004,0.059735674,0.189797167
0.884444444,0.026917438,0.075760354,0.069166007,0.062888839,0.174338666
0.885277778,0.036679498,0.113430298,0.012115777,0.071965851,0.207783194
0.887222222,0.057933867,0.091026473,0.05676424,0.074460786,0.148349716
0.8875,0.034207524,0.070789664,0.026792918,0.088738149,0.175655512
0.8875,0.0386718,0.080536539,0.010196521,0.075028064,0.19158068
0.888055556,0.039586916,0.114831747,0.012059907,0.074005235,0.200978046
0.890833333,0.034081961,0.117300449,0.029507539,0.107700095,0.159517186
0.891944444,0.046380314,0.118787613,0.006446109,0.083153613,0.31534607
0.892222222,0.02637714,0.108878722,0.018855804,0.074298482,0.121796839
0.893333333,0.025879774,0.067963247,0.037673282,0.062498196,0.135241552
0.894166667,0.008278849,0.084514196,0.005310302,0.071874268,0.145613138
0.895277778,0.035961668,0.123394032,0.046612256,0.086224226,0.186840538
0.896111111,0.029975398,0.110803088,0.0101743,0.113476916,0.119486585
0.896944444,0.051093416,0.083405996,0.051043775,0.089650476,0.138770598
