strat,max,num workers,num req,dur,seed,avg wt,max wt,num failed
Greedy,0.1,50,800,100.0,20,0.17987084178506957,0.8886343018029099,583
Greedy,0.15000000000000002,50,800,100.0,20,0.17987084178506957,0.8886343018029099,422
Greedy,0.20000000000000004,50,800,100.0,20,0.17987084178506957,0.8886343018029099,284
Greedy,0.25000000000000006,50,800,100.0,20,0.17987084178506957,0.8886343018029099,179
Greedy,0.30000000000000004,50,800,100.0,20,0.17987084178506957,0.8886343018029099,107
Greedy,0.3500000000000001,50,800,100.0,20,0.17987084178506957,0.8886343018029099,67
Greedy,0.40000000000000013,50,800,100.0,20,0.17987084178506957,0.8886343018029099,38
Greedy,0.45000000000000007,50,800,100.0,20,0.17987084178506957,0.8886343018029099,23
Ranking,0.1,50,800,100.0,20,0.1809773253325001,0.8886343018029099,585
Ranking,0.15000000000000002,50,800,100.0,20,0.18566849186725104,0.8886343018029099,427
Ranking,0.20000000000000004,50,800,100.0,20,0.19247319471498206,0.8886343018029099,295
Ranking,0.25000000000000006,50,800,100.0,20,0.2093722421382528,0.8384097767842549,189
Ranking,0.30000000000000004,50,800,100.0,20,0.22739963993215098,0.8886343018029099,121
Ranking,0.3500000000000001,50,800,100.0,20,0.2538881663433066,0.7972999552710788,72
Ranking,0.40000000000000013,50,800,100.0,20,0.2779038494887223,0.8881333056656586,52
Ranking,0.45000000000000007,50,800,100.0,20,0.298360179220052,0.7512507393033324,23
Random,0.1,50,800,100.0,20,0.17968225703012575,0.8886343018029099,578
Random,0.15000000000000002,50,800,100.0,20,0.19000563709006818,0.8886343018029099,431
Random,0.20000000000000004,50,800,100.0,20,0.19323888862644284,0.8886343018029099,292
Random,0.25000000000000006,50,800,100.0,20,0.20861143468815965,0.8886343018029099,183
Random,0.30000000000000004,50,800,100.0,20,0.2277541622650504,0.8886343018029099,117
Random,0.3500000000000001,50,800,100.0,20,0.24517183811325016,0.8886343018029099,68
Random,0.40000000000000013,50,800,100.0,20,0.277950737505613,0.8886343018029099,57
Random,0.45000000000000007,50,800,100.0,20,0.2902633890924229,0.7388681140616294,24
HighestRedundancy,0.1,50,800,100.0,20,0.1826020010020782,0.8886343018029099,585
HighestRedundancy,0.15000000000000002,50,800,100.0,20,0.18542377442706154,0.8886343018029099,416
HighestRedundancy,0.20000000000000004,50,800,100.0,20,0.19241137451348855,0.8886343018029099,283
HighestRedundancy,0.25000000000000006,50,800,100.0,20,0.20822678768281314,0.8886343018029099,177
HighestRedundancy,0.30000000000000004,50,800,100.0,20,0.2262949809733058,0.754180287538539,104
HighestRedundancy,0.3500000000000001,50,800,100.0,20,0.2477278819735675,0.8384097767842549,52
HighestRedundancy,0.40000000000000013,50,800,100.0,20,0.267659675083999,0.7398363162499688,24
HighestRedundancy,0.45000000000000007,50,800,100.0,20,0.29680758442255256,0.6882446406822206,15
Greedy,0.1,60,800,100.0,20,0.16241922112353502,0.8886343018029099,542
Greedy,0.15000000000000002,60,800,100.0,20,0.16241922112353502,0.8886343018029099,370
Greedy,0.20000000000000004,60,800,100.0,20,0.16241922112353502,0.8886343018029099,234
Greedy,0.25000000000000006,60,800,100.0,20,0.16241922112353502,0.8886343018029099,142
Greedy,0.30000000000000004,60,800,100.0,20,0.16241922112353502,0.8886343018029099,78
Greedy,0.3500000000000001,60,800,100.0,20,0.16241922112353502,0.8886343018029099,45
Greedy,0.40000000000000013,60,800,100.0,20,0.16241922112353502,0.8886343018029099,25
Greedy,0.45000000000000007,60,800,100.0,20,0.16241922112353502,0.8886343018029099,13
Ranking,0.1,60,800,100.0,20,0.16450322805219553,0.8886343018029099,542
Ranking,0.15000000000000002,60,800,100.0,20,0.1693170149150266,0.7882004552475803,375
Ranking,0.20000000000000004,60,800,100.0,20,0.17758298721824375,0.7388681140616294,240
Ranking,0.25000000000000006,60,800,100.0,20,0.19241181188158124,0.7176714332016885,131
Ranking,0.30000000000000004,60,800,100.0,20,0.21409963745946908,0.5672126908690267,72
Ranking,0.3500000000000001,60,800,100.0,20,0.24450363791890306,0.7176714332016885,41
Ranking,0.40000000000000013,60,800,100.0,20,0.269326854391143,0.7336193118764035,30
Ranking,0.45000000000000007,60,800,100.0,20,0.29144580412647564,0.5845447179276294,4
Random,0.1,60,800,100.0,20,0.16357087179241833,0.8886343018029099,538
Random,0.15000000000000002,60,800,100.0,20,0.16568767979675011,0.7388681140616294,358
Random,0.20000000000000004,60,800,100.0,20,0.17540405483121282,0.7388681140616294,237
Random,0.25000000000000006,60,800,100.0,20,0.1946278380001758,0.7388681140616294,138
Random,0.30000000000000004,60,800,100.0,20,0.21688350042773713,0.7388681140616294,81
Random,0.3500000000000001,60,800,100.0,20,0.2439091338607173,0.6318668734324795,55
Random,0.40000000000000013,60,800,100.0,20,0.27202287067622005,0.7176714332016885,24
Random,0.45000000000000007,60,800,100.0,20,0.2956424902725587,0.6787412486600405,16
HighestRedundancy,0.1,60,800,100.0,20,0.16362756508593396,0.8886343018029099,542
HighestRedundancy,0.15000000000000002,60,800,100.0,20,0.1677739411831734,0.7388681140616294,365
HighestRedundancy,0.20000000000000004,60,800,100.0,20,0.17379185158463037,0.7388681140616294,220
HighestRedundancy,0.25000000000000006,60,800,100.0,20,0.19328417385828833,0.7176714332016885,126
HighestRedundancy,0.30000000000000004,60,800,100.0,20,0.21096919571199335,0.6787412486600405,61
HighestRedundancy,0.3500000000000001,60,800,100.0,20,0.2464308248852311,0.7337241969766102,32
HighestRedundancy,0.40000000000000013,60,800,100.0,20,0.26720889569843626,0.5758045093868787,11
